UnionTerritories,Year,Quarter,District_Pincode,Transaction_count,Transaction_amount
ladakh,2022,2,194107,78094,237866000
ladakh,2022,2,194401,77048,302237000
ladakh,2022,2,194103,64923,179794000
ladakh,2022,2,194102,49473,160063000
ladakh,2022,2,194105,39622,106172000
ladakh,2022,2,194703,35267,99427400
ladakh,2022,2,194404,31848,150765000
ladakh,2022,3,194101,320558,987012000
ladakh,2022,3,194104,252253,692400000
ladakh,2022,3,194201,138865,447578000
ladakh,2022,3,194401,78063,282695000
ladakh,2022,3,194103,67676,172871000
ladakh,2022,3,194107,66414,194963000
ladakh,2022,3,194102,58100,163339000
ladakh,2022,3,194404,44884,212368000
ladakh,2022,3,194105,40480,105748000
ladakh,2022,3,194703,33746,90353800
ladakh,2022,4,194104,253102,634954000
ladakh,2022,4,194101,242758,650642000
ladakh,2022,4,194201,128329,361949000
ladakh,2022,4,194401,73153,227090000
ladakh,2022,4,194103,62642,136252000
ladakh,2022,4,194102,55644,138011000
ladakh,2022,4,194107,54757,143327000
ladakh,2022,4,194404,50950,195859000
ladakh,2022,4,194105,41674,98531400
ladakh,2022,4,194703,34085,90458000
lakshadweep,2018,1,682551,455,1185780
lakshadweep,2018,1,682557,126,306893
lakshadweep,2018,1,682555,112,315191
lakshadweep,2018,1,682556,36,65846.3
lakshadweep,2018,1,682559,30,50800.1
lakshadweep,2018,1,682558,17,4038.94
lakshadweep,2018,1,682552,2,60.2528
lakshadweep,2018,2,682551,1424,3906200
lakshadweep,2018,2,682555,296,1089180
lakshadweep,2018,2,682557,195,510331
lakshadweep,2018,2,682559,110,383860
lakshadweep,2018,2,682552,53,209751
lakshadweep,2018,2,682556,39,69726
lakshadweep,2018,2,682554,8,3622.77
lakshadweep,2018,2,682558,7,15140.2
lakshadweep,2018,3,682551,698,1556190
lakshadweep,2018,3,682555,412,1291880
lakshadweep,2018,3,682557,190,516103
lakshadweep,2018,3,682552,159,477561
lakshadweep,2018,3,682559,97,309505
lakshadweep,2018,3,682556,69,80265.4
lakshadweep,2018,3,682558,66,97766.2
lakshadweep,2018,3,682554,12,9767.03
lakshadweep,2018,4,682555,759,2004530
lakshadweep,2018,4,682557,301,1111400
lakshadweep,2018,4,682551,186,445814
lakshadweep,2018,4,682559,143,278950
lakshadweep,2018,4,682552,118,416078
lakshadweep,2018,4,682556,108,152912
lakshadweep,2018,4,682558,23,40153.8
lakshadweep,2018,4,682554,4,13384
lakshadweep,2019,1,682555,1321,4054160
lakshadweep,2019,1,682557,428,2021020
lakshadweep,2019,1,682551,203,634896
lakshadweep,2019,1,682559,193,1293390
lakshadweep,2019,1,682552,150,446818
lakshadweep,2019,1,682556,109,148186
lakshadweep,2019,1,682558,58,147707
lakshadweep,2019,1,682554,19,39957.9
lakshadweep,2019,2,682555,1542,4690790
lakshadweep,2019,2,682557,431,1833530
lakshadweep,2019,2,682551,394,1113920
lakshadweep,2019,2,682559,192,863635
lakshadweep,2019,2,682552,182,434051
lakshadweep,2019,2,682556,135,200340
lakshadweep,2019,2,682558,45,104412
lakshadweep,2019,2,682554,5,1842.56
lakshadweep,2019,3,682555,1659,3773090
lakshadweep,2019,3,682551,530,1708190
lakshadweep,2019,3,682557,464,2476540
lakshadweep,2019,3,682556,153,349199
lakshadweep,2019,3,682559,135,619860
lakshadweep,2019,3,682552,134,669201
lakshadweep,2019,3,682554,20,40429.1
lakshadweep,2019,3,682558,9,15249
lakshadweep,2019,4,682555,2171,6680520
lakshadweep,2019,4,682551,537,1342590
lakshadweep,2019,4,682557,351,1394350
lakshadweep,2019,4,682556,276,552217
lakshadweep,2019,4,682554,209,546978
lakshadweep,2019,4,682552,107,149457
lakshadweep,2019,4,682559,100,597219
lakshadweep,2019,4,682558,14,6582.47
lakshadweep,2020,1,682555,2725,7559820
lakshadweep,2020,1,682551,833,2364320
lakshadweep,2020,1,682557,457,1021270
lakshadweep,2020,1,682556,351,635104
lakshadweep,2020,1,682552,331,495117
lakshadweep,2020,1,682554,263,606715
lakshadweep,2020,1,682559,168,739216
lakshadweep,2020,1,682558,23,80812.7
lakshadweep,2020,2,682555,3325,7916550
lakshadweep,2020,2,682551,1285,3554020
lakshadweep,2020,2,682557,982,2466850
lakshadweep,2020,2,682556,679,1345520
lakshadweep,2020,2,682552,356,438300
lakshadweep,2020,2,682554,342,564449
lakshadweep,2020,2,682559,218,584952
lakshadweep,2020,2,682558,33,72279.7
lakshadweep,2020,3,682555,3980,11206300
lakshadweep,2020,3,682551,1414,3573550
lakshadweep,2020,3,682556,1084,2342940
lakshadweep,2020,3,682557,877,1630110
lakshadweep,2020,3,682552,607,1241640
lakshadweep,2020,3,682559,333,767448
lakshadweep,2020,3,682554,247,345676
lakshadweep,2020,3,682558,47,199183
lakshadweep,2020,4,682555,5080,15206000
lakshadweep,2020,4,682551,2482,5683640
lakshadweep,2020,4,682556,1189,2709720
lakshadweep,2020,4,682557,1135,2575730
lakshadweep,2020,4,682552,1110,2300070
lakshadweep,2020,4,682559,338,1025550
lakshadweep,2020,4,682554,230,382428
lakshadweep,2020,4,682558,86,228146
lakshadweep,2021,1,682555,4769,15007400
lakshadweep,2021,1,682551,1612,4299900
lakshadweep,2021,1,682557,794,1982130
lakshadweep,2021,1,682552,722,1950840
lakshadweep,2021,1,682556,563,1751640
lakshadweep,2021,1,682559,328,1260340
lakshadweep,2021,1,682554,252,572605
lakshadweep,2021,1,682558,45,217944
lakshadweep,2021,2,682555,5888,15074400
lakshadweep,2021,2,682551,2178,5290890
lakshadweep,2021,2,682552,993,1639410
lakshadweep,2021,2,682557,857,1730690
lakshadweep,2021,2,682556,587,1363040
lakshadweep,2021,2,682559,504,1291410
lakshadweep,2021,2,682554,339,740232
lakshadweep,2021,2,682558,38,253405
lakshadweep,2021,3,682555,6738,20058600
lakshadweep,2021,3,682551,2598,7159690
lakshadweep,2021,3,682556,964,2001810
lakshadweep,2021,3,682552,940,2135840
lakshadweep,2021,3,682557,771,3040390
lakshadweep,2021,3,682559,721,2942220
lakshadweep,2021,3,682554,591,1354960
lakshadweep,2021,3,682558,47,109613
lakshadweep,2021,4,682555,7192,25481100
lakshadweep,2021,4,682551,3110,8944920
lakshadweep,2021,4,682557,1413,4646280
lakshadweep,2021,4,682552,1202,2942810
lakshadweep,2021,4,682556,1099,3043730
lakshadweep,2021,4,682559,758,3963900
lakshadweep,2021,4,682554,606,1786460
lakshadweep,2021,4,682558,90,189040
lakshadweep,2022,1,682555,7323,25624500
lakshadweep,2022,1,682551,3633,11612400
lakshadweep,2022,1,682557,1982,6095980
lakshadweep,2022,1,682552,1081,2789410
lakshadweep,2022,1,682556,1080,2361740
lakshadweep,2022,1,682554,608,2982500
lakshadweep,2022,1,682559,563,2916750
lakshadweep,2022,1,682558,127,556157
lakshadweep,2022,2,682555,7618,26188300
lakshadweep,2022,2,682551,3798,10849800
lakshadweep,2022,2,682557,2325,5538910
lakshadweep,2022,2,682552,1342,4070890
lakshadweep,2022,2,682556,1021,3047140
lakshadweep,2022,2,682559,660,3611800
lakshadweep,2022,2,682554,601,2138000
lakshadweep,2022,2,682558,204,484792
lakshadweep,2022,3,682555,6356,20631500
lakshadweep,2022,3,682551,3121,9353830
lakshadweep,2022,3,682557,2438,5191560
lakshadweep,2022,3,682552,1043,4068090
lakshadweep,2022,3,682559,979,4657640
lakshadweep,2022,3,682556,805,2362420
lakshadweep,2022,3,682554,341,856247
lakshadweep,2022,3,682558,158,458771
lakshadweep,2022,4,682555,7140,23769800
lakshadweep,2022,4,682551,3739,10627100
lakshadweep,2022,4,682557,2929,6778900
lakshadweep,2022,4,682552,1068,3769890
lakshadweep,2022,4,682559,906,4474060
lakshadweep,2022,4,682556,855,3159190
lakshadweep,2022,4,682554,376,1734580
lakshadweep,2022,4,682558,134,500287
puducherry,2018,1,605001,18580,28058200
puducherry,2018,1,605110,9345,13842400
puducherry,2018,1,605107,7493,7570760
puducherry,2018,1,609602,7123,12763700
puducherry,2018,1,605008,6302,12458800
puducherry,2018,1,533464,5948,9167580
puducherry,2018,1,605009,5641,8408680
puducherry,2018,1,605014,5630,6013810
puducherry,2018,1,605004,5364,10811300
puducherry,2018,1,605013,4397,8528010
puducherry,2018,2,605001,18495,37995600
puducherry,2018,2,609602,13253,28014400
puducherry,2018,2,605110,11376,22195500
puducherry,2018,2,605107,9663,18000600
puducherry,2018,2,605008,7543,18002900
puducherry,2018,2,605004,7375,18377600
puducherry,2018,2,605009,7188,17711400
puducherry,2018,2,533464,6204,15165700
puducherry,2018,2,605013,5546,13256900
puducherry,2018,2,605014,5270,8854890
puducherry,2018,3,605001,25761,53968800
puducherry,2018,3,605110,15031,30719700
puducherry,2018,3,609602,14900,31103900
puducherry,2018,3,533464,14243,20556900
puducherry,2018,3,605107,13789,26846000
puducherry,2018,3,605008,10927,26497100
puducherry,2018,3,605009,10910,26011400
puducherry,2018,3,605014,10801,15494800
puducherry,2018,3,605004,10008,27946000
puducherry,2018,3,605013,7513,21852700
puducherry,2018,4,605001,37035,78460600
puducherry,2018,4,605110,25680,50946200
puducherry,2018,4,605107,24402,41513500
puducherry,2018,4,609602,21548,44555500
puducherry,2018,4,605009,20103,39314900
puducherry,2018,4,605008,19942,40109700
puducherry,2018,4,605004,17876,38997200
puducherry,2018,4,533464,14991,30135600
puducherry,2018,4,605014,14326,19083500
puducherry,2018,4,605013,13969,32965600
puducherry,2019,1,605001,95615,184465000
puducherry,2019,1,605110,36145,68934000
puducherry,2019,1,605009,35208,58126100
puducherry,2019,1,605008,31710,51818800
puducherry,2019,1,605107,31486,51342200
puducherry,2019,1,609602,28604,55456900
puducherry,2019,1,605014,27108,27468500
puducherry,2019,1,605004,25937,51763000
puducherry,2019,1,533464,24489,44751700
puducherry,2019,1,605013,21374,45799700
puducherry,2019,2,605001,193489,426452000
puducherry,2019,2,605110,37689,77094900
puducherry,2019,2,605008,30609,61965000
puducherry,2019,2,605009,29416,60762200
puducherry,2019,2,605004,29189,61710700
puducherry,2019,2,605107,28573,52854700
puducherry,2019,2,605011,25016,52098800
puducherry,2019,2,605013,23565,52813500
puducherry,2019,2,533464,23022,49923900
puducherry,2019,2,605014,21852,28876300
puducherry,2019,3,605001,173040,472479000
puducherry,2019,3,605110,50447,90197700
puducherry,2019,3,605004,41099,80181400
puducherry,2019,3,605008,41053,80448300
puducherry,2019,3,605014,38127,41616300
puducherry,2019,3,605009,37590,69190400
puducherry,2019,3,605011,35877,70054700
puducherry,2019,3,605107,35385,62817800
puducherry,2019,3,605013,33930,64912800
puducherry,2019,3,533464,33240,64060500
puducherry,2019,4,605001,226313,555018000
puducherry,2019,4,605110,73196,132596000
puducherry,2019,4,605014,65254,51107400
puducherry,2019,4,605004,57316,111319000
puducherry,2019,4,605008,56648,106133000
puducherry,2019,4,605009,53365,95291300
puducherry,2019,4,605011,51998,96918900
puducherry,2019,4,605002,51653,100894000
puducherry,2019,4,605107,49697,85686200
puducherry,2019,4,533464,48736,91368400
puducherry,2020,1,605002,250193,607417000
puducherry,2020,1,605110,95145,157068000
puducherry,2020,1,605014,72549,57769200
puducherry,2020,1,605004,68675,132230000
puducherry,2020,1,605008,67547,121218000
puducherry,2020,1,605001,65279,102078000
puducherry,2020,1,533464,65016,129872000
puducherry,2020,1,605009,64550,110615000
puducherry,2020,1,605107,61507,100309000
puducherry,2020,1,605011,59095,104857000
puducherry,2020,2,605002,214453,575797000
puducherry,2020,2,605110,99127,160549000
puducherry,2020,2,533464,78024,142084000
puducherry,2020,2,605107,68648,106402000
puducherry,2020,2,605008,64529,109643000
puducherry,2020,2,605004,61104,103916000
puducherry,2020,2,605009,60243,107031000
puducherry,2020,2,605010,40672,66802200
puducherry,2020,2,605007,39600,64493200
puducherry,2020,2,605011,35334,69998000
puducherry,2020,3,605002,563408,1463610000
puducherry,2020,3,605110,130756,231265000
puducherry,2020,3,533464,105613,212350000
puducherry,2020,3,605008,96375,170853000
puducherry,2020,3,605004,93247,174208000
puducherry,2020,3,605107,91162,156566000
puducherry,2020,3,605009,86795,157999000
puducherry,2020,3,605011,62198,124850000
puducherry,2020,3,605010,61273,105424000
puducherry,2020,3,605013,56558,105331000
puducherry,2020,4,605002,638379,1383990000
puducherry,2020,4,605110,224634,371707000
puducherry,2020,4,533464,182547,363313000
puducherry,2020,4,605008,165010,273705000
puducherry,2020,4,605004,162165,284031000
puducherry,2020,4,605107,148982,237206000
puducherry,2020,4,605009,145128,236731000
puducherry,2020,4,605011,129838,238764000
puducherry,2020,4,605001,119892,189093000
puducherry,2020,4,605013,109509,195796000
puducherry,2021,1,605002,1036280,1941080000
puducherry,2021,1,605110,241566,414864000
puducherry,2021,1,533464,178609,375222000
puducherry,2021,1,605004,169709,304441000
puducherry,2021,1,605008,166417,287327000
puducherry,2021,1,605009,162355,267262000
puducherry,2021,1,605107,161702,276947000
puducherry,2021,1,605001,148796,235818000
puducherry,2021,1,605011,141034,263566000
puducherry,2021,1,605013,122949,219821000
puducherry,2021,2,605002,1448920,2544720000
puducherry,2021,2,605110,260753,433245000
puducherry,2021,2,533464,212893,448908000
puducherry,2021,2,605107,183884,299067000
puducherry,2021,2,605008,175805,297898000
puducherry,2021,2,605009,174981,286998000
puducherry,2021,2,605004,171368,304852000
puducherry,2021,2,605010,115420,189559000
puducherry,2021,2,605011,111470,201185000
puducherry,2021,2,605007,109332,188240000
puducherry,2021,3,605002,1867399,3253490000
puducherry,2021,3,605110,346358,583798000
puducherry,2021,3,533464,289263,571731000
puducherry,2021,3,605107,246787,383395000
puducherry,2021,3,605004,239043,424824000
puducherry,2021,3,605008,233980,391080000
puducherry,2021,3,605009,223798,350807000
puducherry,2021,3,605001,207798,307368000
puducherry,2021,3,605011,192556,352713000
puducherry,2021,3,605013,165590,280836000
puducherry,2021,4,605002,2320004,3824140000
puducherry,2021,4,605110,424922,684663000
puducherry,2021,4,533464,360182,704807000
puducherry,2021,4,605107,302520,460660000
puducherry,2021,4,605004,292666,510633000
puducherry,2021,4,605008,283470,465030000
puducherry,2021,4,605001,279864,395914000
puducherry,2021,4,605009,272096,424088000
puducherry,2021,4,605011,248717,428758000
puducherry,2021,4,605013,200735,334286000
puducherry,2022,1,605002,2725323,4579270000
puducherry,2022,1,605110,483083,778387000
puducherry,2022,1,533464,410527,819248000
puducherry,2022,1,605107,348546,526679000
puducherry,2022,1,605004,333638,574236000
puducherry,2022,1,605008,323707,527327000
puducherry,2022,1,605001,323420,445819000
puducherry,2022,1,605009,302620,473150000
puducherry,2022,1,605011,275930,465436000
puducherry,2022,1,605013,222478,363094000
puducherry,2022,2,605002,3234467,5237680000
puducherry,2022,2,605110,554270,874348000
puducherry,2022,2,533464,481753,963312000
puducherry,2022,2,605107,395111,586805000
puducherry,2022,2,605001,383977,513949000
puducherry,2022,2,605004,378032,655796000
puducherry,2022,2,605008,369960,580135000
puducherry,2022,2,605009,345483,530601000
puducherry,2022,2,605011,330790,543301000
puducherry,2022,2,605007,262208,391506000
puducherry,2022,3,605007,1216338,1890010000
puducherry,2022,3,605002,627419,962844000
puducherry,2022,3,605110,563619,869084000
puducherry,2022,3,533464,466305,876565000
puducherry,2022,3,605107,405032,580645000
puducherry,2022,3,605004,382590,631865000
puducherry,2022,3,605008,378194,573574000
puducherry,2022,3,605001,376274,479196000
puducherry,2022,3,605009,355144,530966000
puducherry,2022,3,605011,333838,548910000
puducherry,2022,4,605007,1538392,2345040000
puducherry,2022,4,605110,611796,909780000
puducherry,2022,4,533464,536311,969860000
puducherry,2022,4,605107,434827,592456000
puducherry,2022,4,605001,429947,522070000
puducherry,2022,4,605004,417307,672214000
puducherry,2022,4,605008,407547,600368000
puducherry,2022,4,605009,382364,553492000
puducherry,2022,4,605011,365415,584158000
puducherry,2022,4,605002,287384,333796000
