"UnionTerritories","Year","Quarter","District_Pincode","Registered_User"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","3","362520","6787"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","3","362571","3850"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","3","362540","2189"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","3","396220","1011"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","3","362570","341"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","4","396230","196135"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","4","396210","91807"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","4","396215","52915"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","4","396235","42975"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","4","362520","7231"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","4","362571","4107"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","4","362540","2349"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","4","396220","1084"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","4","362570","360"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","1","396230","208830"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","1","396210","97488"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","1","396215","56396"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","1","396235","45747"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","1","362520","7714"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","1","362571","4360"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","1","362540","2504"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","1","396220","1145"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","1","362570","386"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","2","396230","220980"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","2","396210","103014"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","2","396215","59641"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","2","396235","48364"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","2","362520","8149"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","2","362571","4611"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","2","362540","2642"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","2","396220","1206"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","2","362570","409"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","3","396230","233674"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","3","396210","108872"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","3","396215","63078"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","3","396235","51249"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","3","362520","8564"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","3","362571","4883"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","3","362540","2790"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","3","396220","1269"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","3","362570","428"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","4","396230","246264"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","4","396210","114561"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","4","396215","66595"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","4","396235","53953"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","4","362520","8942"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","4","362571","5114"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","4","362540","2925"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","4","396220","1325"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","4","362570","446"
"delhi","2018","1","110059","95496"
"delhi","2018","1","110092","83600"
"delhi","2018","1","110085","61333"
"delhi","2018","1","110086","59970"
"delhi","2018","1","110044","55765"
"delhi","2018","1","110096","50625"
"delhi","2018","1","110041","47451"
"delhi","2018","1","110043","46307"
"delhi","2018","1","110084","44143"
"delhi","2018","1","110042","42647"
"delhi","2018","2","110059","124901"
"delhi","2018","2","110092","108175"
"delhi","2018","2","110086","79557"
"delhi","2018","2","110085","79225"
"delhi","2018","2","110044","73732"
"delhi","2018","2","110096","66744"
"delhi","2018","2","110041","63649"
"delhi","2018","2","110043","60887"
"delhi","2018","2","110084","57380"
"delhi","2018","2","110042","56366"
"delhi","2018","3","110059","156028"
"delhi","2018","3","110092","136676"
"delhi","2018","3","110085","101332"
"delhi","2018","3","110086","100850"
"delhi","2018","3","110044","91279"
"delhi","2018","3","110096","84164"
"delhi","2018","3","110041","80112"
"delhi","2018","3","110043","74435"
"delhi","2018","3","110084","71154"
"delhi","2018","3","110042","71056"
"delhi","2018","4","110059","206537"
"delhi","2018","4","110092","177133"
"delhi","2018","4","110086","133412"
"delhi","2018","4","110085","132600"
"delhi","2018","4","110044","121802"
"delhi","2018","4","110096","114255"
"delhi","2018","4","110041","106984"
"delhi","2018","4","110043","98358"
"delhi","2018","4","110042","95335"
"delhi","2018","4","110094","94322"
"delhi","2019","1","110059","246566"
"delhi","2019","1","110092","206805"
"delhi","2019","1","110086","158267"
"delhi","2019","1","110085","152640"
"delhi","2019","1","110044","145716"
"delhi","2019","1","110096","135423"
"delhi","2019","1","110041","129476"
"delhi","2019","1","110043","117835"
"delhi","2019","1","110094","114562"
"delhi","2019","1","110042","113898"
"delhi","2019","2","110059","274593"
"delhi","2019","2","110092","228546"
"delhi","2019","2","110086","177199"
"delhi","2019","2","110085","167307"
"delhi","2019","2","110044","162716"
"delhi","2019","2","110096","150097"
"delhi","2019","2","110041","146820"
"delhi","2019","2","110043","131498"
"delhi","2019","2","110094","130660"
"delhi","2019","2","110042","129008"
"delhi","2019","3","110059","300007"
"delhi","2019","3","110092","248727"
"delhi","2019","3","110086","194575"
"delhi","2019","3","110085","180186"
"delhi","2019","3","110044","178410"
"delhi","2019","3","110096","164301"
"delhi","2019","3","110041","163228"
"delhi","2019","3","110001","148352"
"delhi","2019","3","110094","146798"
"delhi","2019","3","110043","144276"
"delhi","2019","4","110059","320535"
"delhi","2019","4","110092","264380"
"delhi","2019","4","110086","209488"
"delhi","2019","4","110044","192424"
"delhi","2019","4","110085","189774"
"delhi","2019","4","110041","177838"
"delhi","2019","4","110096","176194"
"delhi","2019","4","110094","161096"
"delhi","2019","4","110001","160180"
"delhi","2019","4","110053","156000"
"delhi","2020","1","110059","342152"
"delhi","2020","1","110092","280039"
"delhi","2020","1","110086","226703"
"delhi","2020","1","110044","207511"
"delhi","2020","1","110085","200098"
"delhi","2020","1","110041","194243"
"delhi","2020","1","110096","187975"
"delhi","2020","1","110094","175645"
"delhi","2020","1","110001","171087"
"delhi","2020","1","110053","170522"
"delhi","2020","2","110059","365614"
"delhi","2020","2","110092","295000"
"delhi","2020","2","110086","246312"
"delhi","2020","2","110044","223161"
"delhi","2020","2","110041","211987"
"delhi","2020","2","110085","211869"
"delhi","2020","2","110096","199631"
"delhi","2020","2","110094","192135"
"delhi","2020","2","110053","186853"
"delhi","2020","2","110042","186007"
"delhi","2020","3","110059","393571"
"delhi","2020","3","110092","314384"
"delhi","2020","3","110086","267186"
"delhi","2020","3","110044","240937"
"delhi","2020","3","110041","231602"
"delhi","2020","3","110085","225882"
"delhi","2020","3","110096","213595"
"delhi","2020","3","110094","210508"
"delhi","2020","3","110053","205752"
"delhi","2020","3","110042","202151"
"delhi","2020","4","110059","423149"
"delhi","2020","4","110092","335783"
"delhi","2020","4","110086","288308"
"delhi","2020","4","110044","259476"
"delhi","2020","4","110041","252304"
"delhi","2020","4","110085","241334"
"delhi","2020","4","110094","230259"
"delhi","2020","4","110096","228635"
"delhi","2020","4","110053","226890"
"delhi","2020","4","110042","219941"
"delhi","2021","1","110059","454201"
"delhi","2021","1","110092","359376"
"delhi","2021","1","110086","310419"
"delhi","2021","1","110044","278606"
"delhi","2021","1","110041","272303"
"delhi","2021","1","110085","257921"
"delhi","2021","1","110094","248570"
"delhi","2021","1","110053","245562"
"delhi","2021","1","110096","245046"
"delhi","2021","1","110042","237271"
"delhi","2021","2","110059","485328"
"delhi","2021","2","110092","383095"
"delhi","2021","2","110086","332618"
"delhi","2021","2","110044","297678"
"delhi","2021","2","110041","291909"
"delhi","2021","2","110085","275085"
"delhi","2021","2","110094","266143"
"delhi","2021","2","110053","262977"
"delhi","2021","2","110096","261791"
"delhi","2021","2","110042","254105"
"delhi","2021","3","110059","520096"
"delhi","2021","3","110092","409520"
"delhi","2021","3","110086","357590"
"delhi","2021","3","110044","319096"
"delhi","2021","3","110041","314015"
"delhi","2021","3","110085","293937"
"delhi","2021","3","110094","285714"
"delhi","2021","3","110053","282380"
"delhi","2021","3","110096","280334"
"delhi","2021","3","110042","273110"
"delhi","2021","4","110059","555449"
"delhi","2021","4","110092","436075"
"delhi","2021","4","110086","382858"
"delhi","2021","4","110044","340833"
"delhi","2021","4","110041","336405"
"delhi","2021","4","110085","312819"
"delhi","2021","4","110094","305422"
"delhi","2021","4","110053","301988"
"delhi","2021","4","110096","299233"
"delhi","2021","4","110042","292597"
"delhi","2022","1","110059","588266"
"delhi","2022","1","110092","460951"
"delhi","2022","1","110086","406863"
"delhi","2022","1","110044","361314"
"delhi","2022","1","110041","357509"
"delhi","2022","1","110085","330413"
"delhi","2022","1","110094","324145"
"delhi","2022","1","110053","320362"
"delhi","2022","1","110096","316906"
"delhi","2022","1","110042","310672"
"delhi","2022","2","110059","619737"
"delhi","2022","2","110092","484816"
"delhi","2022","2","110086","429566"
"delhi","2022","2","110044","381041"
"delhi","2022","2","110041","377721"
"delhi","2022","2","110085","347243"
"delhi","2022","2","110094","341936"
"delhi","2022","2","110053","337770"
"delhi","2022","2","110096","333973"
"delhi","2022","2","110042","328052"
"delhi","2022","3","110059","652328"
"delhi","2022","3","110092","509260"
"delhi","2022","3","110086","453393"
"delhi","2022","3","110044","401386"
"delhi","2022","3","110041","398712"
"delhi","2022","3","110085","364644"
"delhi","2022","3","110094","360554"
"delhi","2022","3","110053","356138"
"delhi","2022","3","110096","351480"
"delhi","2022","3","110042","346285"
"delhi","2022","4","110059","685596"
"delhi","2022","4","110092","534009"
"delhi","2022","4","110086","477514"
"delhi","2022","4","110044","422192"
"delhi","2022","4","110041","419823"
"delhi","2022","4","110085","382113"
"delhi","2022","4","110094","379346"
"delhi","2022","4","110053","374689"
"delhi","2022","4","110096","369272"
"delhi","2022","4","110042","364573"
"jammu-&-kashmir","2018","1","182101","5269"
"jammu-&-kashmir","2018","1","193201","5007"
"jammu-&-kashmir","2018","1","180001","4190"
"jammu-&-kashmir","2018","1","192231","3395"
"jammu-&-kashmir","2018","1","180005","3065"
"jammu-&-kashmir","2018","1","190001","2944"
"jammu-&-kashmir","2018","1","180020","2936"
"jammu-&-kashmir","2018","1","192301","2818"
"jammu-&-kashmir","2018","1","180012","2709"
"jammu-&-kashmir","2018","1","180004","2652"
"jammu-&-kashmir","2018","2","193201","7986"
"jammu-&-kashmir","2018","2","182101","7438"
"jammu-&-kashmir","2018","2","180001","5723"
"jammu-&-kashmir","2018","2","192231","4802"
"jammu-&-kashmir","2018","2","180005","4422"
"jammu-&-kashmir","2018","2","190001","4375"
"jammu-&-kashmir","2018","2","193121","4365"
"jammu-&-kashmir","2018","2","191111","4273"
"jammu-&-kashmir","2018","2","180020","4135"
"jammu-&-kashmir","2018","2","192301","3898"
"jammu-&-kashmir","2018","3","182101","9601"
"jammu-&-kashmir","2018","3","193201","9032"
"jammu-&-kashmir","2018","3","180001","7476"
"jammu-&-kashmir","2018","3","192231","5979"
"jammu-&-kashmir","2018","3","190001","5943"
"jammu-&-kashmir","2018","3","180005","5879"
"jammu-&-kashmir","2018","3","180020","5517"
"jammu-&-kashmir","2018","3","180012","5263"
"jammu-&-kashmir","2018","3","191111","5198"
"jammu-&-kashmir","2018","3","193121","5135"
"jammu-&-kashmir","2018","4","182101","12478"
"jammu-&-kashmir","2018","4","193201","10528"
"jammu-&-kashmir","2018","4","180001","9527"
"jammu-&-kashmir","2018","4","190001","7532"
"jammu-&-kashmir","2018","4","180005","7450"
"jammu-&-kashmir","2018","4","192231","7241"
"jammu-&-kashmir","2018","4","180020","7223"
"jammu-&-kashmir","2018","4","180012","6736"
"jammu-&-kashmir","2018","4","180004","6478"
"jammu-&-kashmir","2018","4","181133","6469"
"jammu-&-kashmir","2019","1","182101","14885"
"jammu-&-kashmir","2019","1","193201","12289"
"jammu-&-kashmir","2019","1","180001","11156"
"jammu-&-kashmir","2019","1","192231","9231"
"jammu-&-kashmir","2019","1","190001","8932"
"jammu-&-kashmir","2019","1","180005","8654"
"jammu-&-kashmir","2019","1","180020","8424"
"jammu-&-kashmir","2019","1","191111","8024"
"jammu-&-kashmir","2019","1","180012","7868"
"jammu-&-kashmir","2019","1","181133","7825"
"jammu-&-kashmir","2019","2","182101","17029"
"jammu-&-kashmir","2019","2","193201","14189"
"jammu-&-kashmir","2019","2","180001","13015"
"jammu-&-kashmir","2019","2","192231","10950"
"jammu-&-kashmir","2019","2","190001","10288"
"jammu-&-kashmir","2019","2","180005","10139"
"jammu-&-kashmir","2019","2","180020","9908"
"jammu-&-kashmir","2019","2","191111","9583"
"jammu-&-kashmir","2019","2","180012","9196"
"jammu-&-kashmir","2019","2","181133","9169"
"jammu-&-kashmir","2019","3","182101","17993"
"jammu-&-kashmir","2019","3","193201","14355"
"jammu-&-kashmir","2019","3","180001","13902"
"jammu-&-kashmir","2019","3","192231","11203"
"jammu-&-kashmir","2019","3","190001","10800"
"jammu-&-kashmir","2019","3","180005","10724"
"jammu-&-kashmir","2019","3","180020","10547"
"jammu-&-kashmir","2019","3","180012","9751"
"jammu-&-kashmir","2019","3","181133","9744"
"jammu-&-kashmir","2019","3","191111","9704"
"jammu-&-kashmir","2019","4","182101","18455"
"jammu-&-kashmir","2019","4","193201","14382"
"jammu-&-kashmir","2019","4","180001","14240"
"jammu-&-kashmir","2019","4","192231","11233"
"jammu-&-kashmir","2019","4","190001","10986"
"jammu-&-kashmir","2019","4","180005","10954"
"jammu-&-kashmir","2019","4","180020","10919"
"jammu-&-kashmir","2019","4","180012","10065"
"jammu-&-kashmir","2019","4","181133","10023"
"jammu-&-kashmir","2019","4","191111","9753"
"jammu-&-kashmir","2020","1","182101","20047"
"jammu-&-kashmir","2020","1","180001","15358"
"jammu-&-kashmir","2020","1","193201","15255"
"jammu-&-kashmir","2020","1","192231","12168"
"jammu-&-kashmir","2020","1","180020","11937"
"jammu-&-kashmir","2020","1","180005","11815"
"jammu-&-kashmir","2020","1","190001","11750"
"jammu-&-kashmir","2020","1","181133","11049"
"jammu-&-kashmir","2020","1","180012","10825"
"jammu-&-kashmir","2020","1","191111","10439"
"jammu-&-kashmir","2020","2","182101","22972"
"jammu-&-kashmir","2020","2","180001","17564"
"jammu-&-kashmir","2020","2","193201","16682"
"jammu-&-kashmir","2020","2","180020","13753"
"jammu-&-kashmir","2020","2","192231","13474"
"jammu-&-kashmir","2020","2","180005","13447"
"jammu-&-kashmir","2020","2","190001","12915"
"jammu-&-kashmir","2020","2","181133","12861"
"jammu-&-kashmir","2020","2","180012","11985"
"jammu-&-kashmir","2020","2","191111","11722"
"jammu-&-kashmir","2020","3","182101","25681"
"jammu-&-kashmir","2020","3","180001","19818"
"jammu-&-kashmir","2020","3","193201","18089"
"jammu-&-kashmir","2020","3","180020","15552"
"jammu-&-kashmir","2020","3","180005","15175"
"jammu-&-kashmir","2020","3","192231","14748"
"jammu-&-kashmir","2020","3","181133","14610"
"jammu-&-kashmir","2020","3","190001","14402"
"jammu-&-kashmir","2020","3","180012","13333"
"jammu-&-kashmir","2020","3","184121","13160"
"jammu-&-kashmir","2020","4","182101","28888"
"jammu-&-kashmir","2020","4","180001","22613"
"jammu-&-kashmir","2020","4","193201","20269"
"jammu-&-kashmir","2020","4","180020","17601"
"jammu-&-kashmir","2020","4","180005","17328"
"jammu-&-kashmir","2020","4","192231","16498"
"jammu-&-kashmir","2020","4","181133","16439"
"jammu-&-kashmir","2020","4","190001","16265"
"jammu-&-kashmir","2020","4","180012","14882"
"jammu-&-kashmir","2020","4","184121","14784"
"jammu-&-kashmir","2021","1","182101","31390"
"jammu-&-kashmir","2021","1","180001","24595"
"jammu-&-kashmir","2021","1","193201","22099"
"jammu-&-kashmir","2021","1","180020","19151"
"jammu-&-kashmir","2021","1","180005","18879"
"jammu-&-kashmir","2021","1","192231","17958"
"jammu-&-kashmir","2021","1","181133","17860"
"jammu-&-kashmir","2021","1","190001","17690"
"jammu-&-kashmir","2021","1","180012","16221"
"jammu-&-kashmir","2021","1","184121","16051"
"jammu-&-kashmir","2021","2","182101","33659"
"jammu-&-kashmir","2021","2","180001","26276"
"jammu-&-kashmir","2021","2","193201","23642"
"jammu-&-kashmir","2021","2","180020","20467"
"jammu-&-kashmir","2021","2","180005","20198"
"jammu-&-kashmir","2021","2","192231","19265"
"jammu-&-kashmir","2021","2","181133","19148"
"jammu-&-kashmir","2021","2","190001","18895"
"jammu-&-kashmir","2021","2","180012","17346"
"jammu-&-kashmir","2021","2","184121","17237"
"jammu-&-kashmir","2021","3","182101","36192"
"jammu-&-kashmir","2021","3","180001","28186"
"jammu-&-kashmir","2021","3","193201","25344"
"jammu-&-kashmir","2021","3","180020","21927"
"jammu-&-kashmir","2021","3","180005","21649"
"jammu-&-kashmir","2021","3","192231","20723"
"jammu-&-kashmir","2021","3","181133","20600"
"jammu-&-kashmir","2021","3","190001","20246"
"jammu-&-kashmir","2021","3","184121","18662"
"jammu-&-kashmir","2021","3","180012","18569"
"jammu-&-kashmir","2021","4","182101","38671"
"jammu-&-kashmir","2021","4","180001","30020"
"jammu-&-kashmir","2021","4","193201","27105"
"jammu-&-kashmir","2021","4","180020","23401"
"jammu-&-kashmir","2021","4","180005","23128"
"jammu-&-kashmir","2021","4","192231","22118"
"jammu-&-kashmir","2021","4","181133","22005"
"jammu-&-kashmir","2021","4","190001","21611"
"jammu-&-kashmir","2021","4","184121","20002"
"jammu-&-kashmir","2021","4","180012","19767"
"jammu-&-kashmir","2022","1","182101","41063"
"jammu-&-kashmir","2022","1","180001","31758"
"jammu-&-kashmir","2022","1","193201","28829"
"jammu-&-kashmir","2022","1","180020","24799"
"jammu-&-kashmir","2022","1","180005","24442"
"jammu-&-kashmir","2022","1","192231","23555"
"jammu-&-kashmir","2022","1","181133","23359"
"jammu-&-kashmir","2022","1","190001","22898"
"jammu-&-kashmir","2022","1","184121","21297"
"jammu-&-kashmir","2022","1","180012","20947"
"jammu-&-kashmir","2022","2","182101","43312"
"jammu-&-kashmir","2022","2","180001","33417"
"jammu-&-kashmir","2022","2","193201","30410"
"jammu-&-kashmir","2022","2","180020","26109"
"jammu-&-kashmir","2022","2","180005","25723"
"jammu-&-kashmir","2022","2","192231","24821"
"jammu-&-kashmir","2022","2","181133","24618"
"jammu-&-kashmir","2022","2","190001","24126"
"jammu-&-kashmir","2022","2","184121","22450"
"jammu-&-kashmir","2022","2","180012","22048"
"jammu-&-kashmir","2022","3","182101","45610"
"jammu-&-kashmir","2022","3","180001","35165"
"jammu-&-kashmir","2022","3","193201","31990"
"jammu-&-kashmir","2022","3","180020","27497"
"jammu-&-kashmir","2022","3","180005","27083"
"jammu-&-kashmir","2022","3","192231","26129"
"jammu-&-kashmir","2022","3","181133","25935"
"jammu-&-kashmir","2022","3","190001","25369"
"jammu-&-kashmir","2022","3","184121","23655"
"jammu-&-kashmir","2022","3","180012","23216"
"jammu-&-kashmir","2022","4","182101","47853"
"jammu-&-kashmir","2022","4","180001","36869"
"jammu-&-kashmir","2022","4","193201","33394"
"jammu-&-kashmir","2022","4","180020","28871"
"jammu-&-kashmir","2022","4","180005","28384"
"jammu-&-kashmir","2022","4","192231","27354"
"jammu-&-kashmir","2022","4","181133","27194"
"jammu-&-kashmir","2022","4","190001","26613"
"jammu-&-kashmir","2022","4","184121","24660"
"jammu-&-kashmir","2022","4","180012","24303"
"ladakh","2018","1","194104","2329"
"ladakh","2018","1","194101","1584"
"ladakh","2018","1","194201","1397"
"ladakh","2018","1","194401","670"
"ladakh","2018","1","194107","641"
"ladakh","2018","1","194103","458"
"ladakh","2018","1","194102","353"
"ladakh","2018","1","194105","259"
"ladakh","2018","1","194106","255"
"ladakh","2018","1","194703","241"
"ladakh","2018","2","194104","3343"
"ladakh","2018","2","194101","2388"
"ladakh","2018","2","194201","2112"
"ladakh","2018","2","194107","984"
"ladakh","2018","2","194401","943"
"ladakh","2018","2","194103","655"
"ladakh","2018","2","194102","511"
"ladakh","2018","2","194105","361"
"ladakh","2018","2","194106","357"
"ladakh","2018","2","194703","342"
"ladakh","2018","3","194104","4461"
"ladakh","2018","3","194101","3292"
"ladakh","2018","3","194201","2882"
"ladakh","2018","3","194107","1385"
"ladakh","2018","3","194401","1264"
"ladakh","2018","3","194103","976"
"ladakh","2018","3","194102","717"
"ladakh","2018","3","194105","534"
"ladakh","2018","3","194106","519"
"ladakh","2018","3","194703","468"
"ladakh","2018","4","194104","5767"
"ladakh","2018","4","194101","4561"
"ladakh","2018","4","194201","3824"
"ladakh","2018","4","194107","1913"
"ladakh","2018","4","194401","1632"
"ladakh","2018","4","194103","1460"
"ladakh","2018","4","194102","970"
"ladakh","2018","4","194105","800"
"ladakh","2018","4","194106","706"
"ladakh","2018","4","194703","640"
"ladakh","2019","1","194104","6985"
"ladakh","2019","1","194101","5676"
"ladakh","2019","1","194201","4722"
"ladakh","2019","1","194107","2336"
"ladakh","2019","1","194401","1998"
"ladakh","2019","1","194103","1938"
"ladakh","2019","1","194102","1275"
"ladakh","2019","1","194105","1020"
"ladakh","2019","1","194106","902"
"ladakh","2019","1","194703","788"
"ladakh","2019","2","194104","8074"
"ladakh","2019","2","194101","6990"
"ladakh","2019","2","194201","5567"
"ladakh","2019","2","194107","2793"
"ladakh","2019","2","194103","2432"
"ladakh","2019","2","194401","2390"
"ladakh","2019","2","194102","1584"
"ladakh","2019","2","194105","1258"
"ladakh","2019","2","194106","1097"
"ladakh","2019","2","194703","949"
"ladakh","2019","3","194104","8972"
"ladakh","2019","3","194101","7968"
"ladakh","2019","3","194201","6210"
"ladakh","2019","3","194107","3004"
"ladakh","2019","3","194103","2647"
"ladakh","2019","3","194401","2601"
"ladakh","2019","3","194102","1723"
"ladakh","2019","3","194105","1386"
"ladakh","2019","3","194106","1162"
"ladakh","2019","3","194703","1014"
"ladakh","2019","4","194104","9875"
"ladakh","2019","4","194101","8791"
"ladakh","2019","4","194201","6838"
"ladakh","2019","4","194107","3321"
"ladakh","2019","4","194401","2945"
"ladakh","2019","4","194103","2850"
"ladakh","2019","4","194102","1873"
"ladakh","2019","4","194105","1501"
"ladakh","2019","4","194106","1304"
"ladakh","2019","4","194703","1054"
"ladakh","2020","1","194104","10826"
"ladakh","2020","1","194101","9668"
"ladakh","2020","1","194201","7470"
"ladakh","2020","1","194107","3617"
"ladakh","2020","1","194103","3320"
"ladakh","2020","1","194401","3216"
"ladakh","2020","1","194102","2152"
"ladakh","2020","1","194105","1776"
"ladakh","2020","1","194106","1403"
"ladakh","2020","1","194703","1207"
"ladakh","2020","2","194104","11904"
"ladakh","2020","2","194101","10546"
"ladakh","2020","2","194201","8273"
"ladakh","2020","2","194107","3957"
"ladakh","2020","2","194103","3885"
"ladakh","2020","2","194401","3519"
"ladakh","2020","2","194102","2449"
"ladakh","2020","2","194105","2060"
"ladakh","2020","2","194106","1518"
"ladakh","2020","2","194703","1358"
"ladakh","2020","3","194104","13038"
"ladakh","2020","3","194101","11446"
"ladakh","2020","3","194201","8999"
"ladakh","2020","3","194103","4416"
"ladakh","2020","3","194107","4322"
"ladakh","2020","3","194401","3865"
"ladakh","2020","3","194102","2748"
"ladakh","2020","3","194105","2360"
"ladakh","2020","3","194106","1661"
"ladakh","2020","3","194703","1526"
"ladakh","2020","4","194104","14355"
"ladakh","2020","4","194101","12651"
"ladakh","2020","4","194201","9940"
"ladakh","2020","4","194103","5069"
"ladakh","2020","4","194107","4681"
"ladakh","2020","4","194401","4313"
"ladakh","2020","4","194102","3028"
"ladakh","2020","4","194105","2673"
"ladakh","2020","4","194106","1803"
"ladakh","2020","4","194109","1697"
"ladakh","2021","1","194104","15511"
"ladakh","2021","1","194101","13620"
"ladakh","2021","1","194201","10674"
"ladakh","2021","1","194103","5484"
"ladakh","2021","1","194107","5026"
"ladakh","2021","1","194401","4631"
"ladakh","2021","1","194102","3256"
"ladakh","2021","1","194105","2886"
"ladakh","2021","1","194106","1933"
"ladakh","2021","1","194109","1854"
"ladakh","2021","2","194104","16585"
"ladakh","2021","2","194101","14606"
"ladakh","2021","2","194201","11446"
"ladakh","2021","2","194103","5935"
"ladakh","2021","2","194107","5397"
"ladakh","2021","2","194401","4964"
"ladakh","2021","2","194102","3499"
"ladakh","2021","2","194105","3111"
"ladakh","2021","2","194106","2070"
"ladakh","2021","2","194109","1998"
"ladakh","2021","3","194104","17813"
"ladakh","2021","3","194101","15772"
"ladakh","2021","3","194201","12397"
"ladakh","2021","3","194103","6415"
"ladakh","2021","3","194107","5819"
"ladakh","2021","3","194401","5438"
"ladakh","2021","3","194102","3811"
"ladakh","2021","3","194105","3389"
"ladakh","2021","3","194106","2243"
"ladakh","2021","3","194109","2193"
"ladakh","2021","4","194104","19007"
"ladakh","2021","4","194101","16834"
"ladakh","2021","4","194201","13309"
"ladakh","2021","4","194103","6889"
"ladakh","2021","4","194107","6240"
"ladakh","2021","4","194401","5862"
"ladakh","2021","4","194102","4093"
"ladakh","2021","4","194105","3639"
"ladakh","2021","4","194106","2420"
"ladakh","2021","4","194109","2397"
"ladakh","2022","1","194104","20154"
"ladakh","2022","1","194101","17877"
"ladakh","2022","1","194201","14135"
"ladakh","2022","1","194103","7324"
"ladakh","2022","1","194107","6632"
"ladakh","2022","1","194401","6231"
"ladakh","2022","1","194102","4370"
"ladakh","2022","1","194105","3888"
"ladakh","2022","1","194106","2563"
"ladakh","2022","1","194109","2545"
"ladakh","2022","2","194104","21222"
"ladakh","2022","2","194101","18842"
"ladakh","2022","2","194201","14911"
"ladakh","2022","2","194103","7729"
"ladakh","2022","2","194107","7006"
"ladakh","2022","2","194401","6571"
"ladakh","2022","2","194102","4602"
"ladakh","2022","2","194105","4102"
"ladakh","2022","2","194106","2710"
"ladakh","2022","2","194109","2681"
"ladakh","2022","3","194104","22353"
"ladakh","2022","3","194101","19786"
"ladakh","2022","3","194201","15631"
"ladakh","2022","3","194103","8113"
"ladakh","2022","3","194107","7342"
"ladakh","2022","3","194401","6856"
"ladakh","2022","3","194102","4828"
"ladakh","2022","3","194105","4306"
"ladakh","2022","3","194106","2840"
"ladakh","2022","3","194109","2791"
"ladakh","2022","4","194104","23418"
"ladakh","2022","4","194101","20668"
"ladakh","2022","4","194201","16206"
"ladakh","2022","4","194103","8405"
"ladakh","2022","4","194107","7641"
"ladakh","2022","4","194401","7055"
"ladakh","2022","4","194102","5020"
"ladakh","2022","4","194105","4454"
"ladakh","2022","4","194106","2943"
"ladakh","2022","4","194109","2832"
"lakshadweep","2018","1","682555","175"
"lakshadweep","2018","1","682557","85"
"lakshadweep","2018","1","682551","78"
"lakshadweep","2018","1","682559","71"
"lakshadweep","2018","1","682552","44"
"lakshadweep","2018","1","682556","37"
"lakshadweep","2018","1","682554","10"
"lakshadweep","2018","1","682558","1"
"lakshadweep","2018","2","682555","246"
"lakshadweep","2018","2","682551","126"
"lakshadweep","2018","2","682557","94"
"lakshadweep","2018","2","682559","82"
"lakshadweep","2018","2","682552","61"
"lakshadweep","2018","2","682556","56"
"lakshadweep","2018","2","682554","18"
"lakshadweep","2018","2","682558","3"
"lakshadweep","2018","3","682555","338"
"lakshadweep","2018","3","682551","175"
